image_path,mask_path,series,split
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_599.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_599.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_603.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_603.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_615.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_615.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_692.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_692.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_693.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_693.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_695.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_695.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_705.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_705.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_711.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_711.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_745.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_745.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_747.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_747.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_763.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_763.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_778.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_778.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_787.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_787.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_804.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_804.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_820.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_820.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_845.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_845.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_87.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_87.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_919.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_919.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_925.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_925.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_984.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_984.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_102.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_102.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_143.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_143.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_145.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_145.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_147.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_147.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_184.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_184.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_188.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_188.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_200.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_200.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_22.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_22.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_274.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_274.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_3.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_3.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_308.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_308.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_313.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_313.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_333.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_333.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_340.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_340.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_351.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_351.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_356.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_356.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_375.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_375.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_411.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_411.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_418.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_418.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_428.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_428.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_436.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_436.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_444.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_444.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_489.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_489.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_499.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_499.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_524.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_524.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_549.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_549.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_580.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_580.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_622.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_622.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_643.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_643.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_669.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_669.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_672.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_672.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_673.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_673.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355560051VAS_slice_75.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355560051VAS_slice_75.png,202202071355560051VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071358440055VAS_slice_183.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071358440055VAS_slice_183.png,202202071358440055VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071358440055VAS_slice_191.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071358440055VAS_slice_191.png,202202071358440055VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071359200056VAS_slice_111.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071359200056VAS_slice_111.png,202202071359200056VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071359200056VAS_slice_117.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071359200056VAS_slice_117.png,202202071359200056VAS,train
